no dist/time data for flights between ('Akron', 'Seattle'), skipping
no dist/time data for flights between ('Akron', 'Shreveport'), skipping
no dist/time data for flights between ('Akron', 'Sioux Falls'), skipping
no dist/time data for flights between ('Akron', 'Spokane'), skipping
no dist/time data for flights between ('Akron', 'Springfield'), skipping
no dist/time data for flights between ('Akron', 'St. George'), skipping
no dist/time data for flights between ('Akron', 'St. Louis'), skipping
no dist/time data for flights between ('Akron', 'Tallahassee'), skipping
no dist/time data for flights between ('Akron', 'Traverse City'), skipping
no dist/time data for flights between ('Akron', 'Tucson'), skipping
no dist/time data for flights between ('Akron', 'Tulsa'), skipping
no dist/time data for flights between ('Akron', 'Valparaiso'), skipping
no dist/time data for flights between ('Akron', 'Waco'), skipping
no dist/time data for flights between ('Akron', 'Watertown'), skipping
no dist/time data for flights between ('Akron', 'West Palm Beach/Palm Beach'), skipping
no dist/time data for flights between ('Akron', 'Wichita'), skipping
no dist/time data for flights between ('Akron', 'Wilmington'), skipping
no dist/time data for flights between ('Akron', 'Yuma'), skipping
no dist/time data for flights between ('Alamosa', 'Anchorage'), skipping
no dist/time data for flights between ('Alamosa', 'Austin'), skipping
no dist/time data for flights between ('Alamosa', 'Bangor'), skipping
no dist/time data for flights between ('Alamosa', 'Billings'), skipping
no dist/time data for flights between ('Alamosa', 'Birmingham'), skipping
no dist/time data for flights between ('Alamosa', 'Boise'), skipping
no dist/time data for flights between ('Alamosa', 'Boston'), skipping
no dist/time data for flights between ('Alamosa', 'Bozeman'), skipping
no dist/time data for flights between ('Alamosa', 'Cedar Rapids/Iowa City'), skipping
no dist/time data for flights between ('Alamosa', 'Cleveland'), skipping
no dist/time data for flights between ('Alamosa', 'Columbus'), skipping
no dist/time data for flights between ('Alamosa', 'Dallas/Fort Worth'), skipping
no dist/time data for flights between ('Alamosa', 'Eugene'), skipping
no dist/time data for flights between ('Alamosa', 'Fayetteville'), skipping
no dist/time data for flights between ('Alamosa', 'Flagstaff'), skipping
